"rCRA"	"rError"
33106	50
33460	50
33541	50
33347	50
33324	50
32964	50
33394	50
33251	50
33496	50
33410	50
33374	50
33113	50
32933	50
32901	50
32999	50
33048	50
33383	50
33348	50
33449	50
33115	50
33414	50
32931	50
33356	50
33396	50
33372	50
33284	50
33316	50
33461	50
33294	50
33220	50
33341	50
33498	50
33363	50
33558	50
33359	50
33510	50
33458	50
33121	50
32944	50
33094	50
33420	50
32950	50
33393	50
33084	50
33043	50
33276	50
33452	50
33430	50
33394	50
33368	50
33447	50
33388	50
33392	50
33302	50
33269	50
33511	50
33334	50
33511	50
33354	50
33187	50
32852	50
33345	50
33401	50
33162	50
33370	50
33341	50
33271	50
33217	50
33372	50
32945	50
33546	50
33519	50
33260	50
33417	50
33320	50
33416	50
33228	50
33290	50
33391	50
33426	50
