"rCRA"	"rError"
28946	20
28772	20
29110	20
28760	20
28695	20
29054	20
28851	20
28668	20
28555	20
29069	20
28790	20
28829	20
28850	20
29039	20
28315	20
28588	20
28586	20
28301	20
28762	20
28302	20
28960	20
28425	20
29015	20
28343	20
28457	20
28536	20
29007	20
29021	20
29097	20
29130	20
28166	20
28551	20
28395	20
28512	20
28500	20
28319	20
28428	20
28540	20
28613	20
28538	20
28841	20
28477	20
28417	20
28674	20
28969	20
28404	20
28773	20
28786	20
28355	20
28815	20
29044	20
28667	20
29012	20
28717	20
29014	20
28955	20
28505	20
28989	20
28740	20
28935	20
28252	20
28923	20
28497	20
28379	20
28864	20
28677	20
28390	20
28709	20
28430	20
28991	20
28732	20
28810	20
29019	20
29234	20
28983	20
28426	20
29040	20
28488	20
28462	20
28433	20
