"rCRA"	"rError"
2158	20
1999	20
2167	20
1861	20
2445	20
2471	20
2196	20
2144	20
2266	20
1896	20
2514	20
1990	20
2427	20
2263	20
1880	20
2110	20
2488	20
2449	20
2464	20
2163	20
2245	20
2133	20
2134	20
1871	20
1938	20
2538	20
2167	20
2206	20
1989	20
2311	20
2421	20
2452	20
2350	20
2424	20
2529	20
2207	20
2021	20
2249	20
2197	20
2509	20
2238	20
2505	20
2011	20
1960	20
1875	20
2492	20
1879	20
1954	20
2133	20
2495	20
2413	20
2075	20
1821	20
2176	20
1924	20
2414	20
1850	20
1963	20
2497	20
2039	20
2421	20
1992	20
1888	20
2176	20
2469	20
2159	20
2321	20
1955	20
2238	20
2218	20
1959	20
2480	20
2471	20
2432	20
2171	20
2144	20
2182	20
2151	20
1940	20
2457	20
