"rCRA"	"rError"
33447	50
33435	50
33098	50
33436	50
33219	50
33531	50
33405	50
33481	50
33418	50
33262	50
33599	50
33039	50
33366	50
33279	50
33407	50
33029	50
33061	50
33374	50
33398	50
33183	50
33616	50
33523	50
33686	50
33362	50
33147	50
33189	50
33216	50
33326	50
33172	50
33582	50
33322	50
33262	50
33308	50
33237	50
33422	50
33400	50
33530	50
33727	50
33082	50
33711	50
33279	50
33155	50
33488	50
33435	50
33445	50
33310	50
33309	50
33550	50
33257	50
33419	50
33503	50
33405	50
33080	50
33310	50
33497	50
33442	50
33329	50
32958	50
33612	50
33480	50
33248	50
33313	50
33311	50
33282	50
33466	50
33494	50
33438	50
33547	50
33312	50
33228	50
33357	50
33271	50
33277	50
33510	50
33027	50
33331	50
33132	50
33090	50
33503	50
33328	50
