"rCRA"	"rError"
25345	50
25736	50
26217	50
25206	50
26195	50
25837	50
25184	50
25462	50
25237	50
25416	50
25978	50
25997	50
26136	50
25338	50
25325	50
25882	50
25267	50
25742	50
25380	50
25291	50
26202	50
25679	50
25411	50
26053	50
25419	50
25818	50
26172	50
25288	50
25158	50
25428	50
25544	50
25497	50
25330	50
26079	50
26238	50
26197	50
25640	50
25263	50
26048	50
26085	50
25936	50
25510	50
25346	50
25366	50
25404	50
25201	50
25425	50
26174	50
25418	50
26065	50
26030	50
25975	50
25873	50
25994	50
25967	50
25410	50
25979	50
26509	50
25985	50
25260	50
26114	50
25781	50
26302	50
25466	50
25599	50
26293	50
25287	50
25353	50
25189	50
25288	50
25336	50
25476	50
26226	50
25253	50
25571	50
25677	50
26305	50
25576	50
25580	50
25214	50
