"rCRA"	"rError"
31258	50
30661	50
30574	50
30748	50
31051	50
30414	50
30564	50
30836	50
30568	50
30762	50
31290	50
30345	50
30489	50
31093	50
30651	50
30495	50
30557	50
31049	50
30849	50
30680	50
30361	50
30662	50
30538	50
30446	50
31102	50
30729	50
31384	50
30550	50
30376	50
30604	50
30713	50
30765	50
30582	50
30723	50
30611	50
30701	50
31225	50
31138	50
31002	50
31271	50
31465	50
30776	50
30524	50
30861	50
30719	50
30489	50
30539	50
30781	50
31295	50
31185	50
30761	50
30758	50
31027	50
31264	50
31424	50
30582	50
30534	50
30736	50
30326	50
30414	50
30907	50
30449	50
31041	50
30534	50
30609	50
31089	50
30688	50
30484	50
30477	50
31123	50
30772	50
30342	50
30746	50
30732	50
31022	50
30924	50
30416	50
30643	50
30758	50
31166	50
