"rCRA"	"rError"
1446	20
1580	20
1545	20
944	20
965	20
1555	20
1124	20
1293	20
1056	20
1715	20
1211	20
955	20
1577	20
1211	20
1625	20
1114	20
1564	20
1231	20
1594	20
1175	20
1346	20
1561	20
1241	20
1449	20
916	20
1587	20
1641	20
1459	20
1155	20
1088	20
1815	20
931	20
1218	20
1115	20
1240	20
921	20
927	20
1714	20
1601	20
1598	20
1090	20
985	20
1343	20
940	20
926	20
1917	20
1356	20
1721	20
1138	20
1731	20
1401	20
1163	20
1217	20
1231	20
1248	20
1118	20
1194	20
1019	20
1469	20
1413	20
1264	20
1407	20
1355	20
1537	20
1289	20
1121	20
1419	20
1309	20
1523	20
969	20
1751	20
1191	20
1236	20
1475	20
1299	20
1488	20
1595	20
1494	20
1221	20
1412	20
