"rCRA"	"rError"
27691	20
27879	20
27486	20
28540	20
28289	20
28148	20
28372	20
27866	20
27944	20
27682	20
28512	20
27776	20
27916	20
27744	20
27555	20
27641	20
27946	20
27802	20
28339	20
28107	20
28207	20
28460	20
27355	20
28213	20
28106	20
28194	20
28057	20
27925	20
28210	20
27618	20
28321	20
27554	20
28208	20
27420	20
28172	20
28341	20
27957	20
27537	20
28021	20
27501	20
28441	20
28448	20
28155	20
27708	20
27394	20
27377	20
28172	20
28368	20
28092	20
28209	20
28401	20
27929	20
28202	20
27954	20
28321	20
27797	20
28360	20
27460	20
28098	20
28004	20
27846	20
28218	20
27673	20
28490	20
28572	20
28529	20
28096	20
28124	20
28333	20
28104	20
28231	20
28035	20
27862	20
28515	20
28169	20
28420	20
27535	20
27419	20
28037	20
27897	20
