"rCRA"	"rError"
28617	50
28783	50
28564	50
28749	50
28593	50
28841	50
28349	50
28940	50
29080	50
28592	50
28770	50
29084	50
28747	50
28302	50
28655	50
29035	50
28720	50
28909	50
29034	50
28802	50
28869	50
28822	50
28714	50
28398	50
28301	50
29045	50
28808	50
28559	50
28872	50
28956	50
28664	50
28530	50
28839	50
28817	50
28505	50
29107	50
28862	50
28627	50
28967	50
28806	50
28908	50
29032	50
28594	50
28948	50
29001	50
28896	50
28732	50
29021	50
28326	50
28606	50
28540	50
28594	50
28527	50
28758	50
28573	50
28694	50
28954	50
28662	50
28613	50
28685	50
29011	50
28380	50
28748	50
28772	50
28851	50
28297	50
28638	50
28334	50
28449	50
28507	50
29084	50
28649	50
28675	50
28311	50
28930	50
28683	50
28848	50
28662	50
28578	50
28457	50
