"rCRA"	"rError"
25292	20
26250	20
25967	20
25880	20
26266	20
25318	20
26255	20
26319	20
26107	20
26354	20
25713	20
26183	20
25296	20
26267	20
25283	20
26042	20
26037	20
25911	20
25339	20
25721	20
25904	20
26318	20
25393	20
26239	20
26165	20
25776	20
25520	20
26359	20
26328	20
25443	20
26036	20
26275	20
25719	20
26304	20
26070	20
25967	20
25405	20
25279	20
25690	20
25956	20
25390	20
26131	20
26085	20
25952	20
25390	20
25482	20
26294	20
26407	20
25524	20
25839	20
26241	20
26356	20
25248	20
26439	20
26319	20
25419	20
26269	20
25520	20
25484	20
25691	20
25537	20
26275	20
25293	20
26402	20
25392	20
25255	20
25696	20
25926	20
25487	20
26118	20
26125	20
26252	20
26221	20
25896	20
25291	20
26104	20
26227	20
26226	20
25425	20
25626	20
